,state,Satisfaction,text,sent,emotion
516,Arizona,3,"More intellectual gospel study. Some of the classes felt like Sunday school. Would love to hear from more religious scholars. The best classes always go into overflow, which is annoying. ",negative,anger
517,Utah,4,"I am not sure there is anything that can be structurally changed.  I would rather have a more intimate setting for some of the classes, but recognize this is not the venue to provide that experience.  I am grateful that many of the classes do provide a smaller setting and I try and balance that with the speakers I appreciate.  ",positive,trust
518,Colorado,5,Have things on the youth tags so you can tell who is a youth and who isn't.,neutral,neutral
519,Utah,5,"Overall it was absolutely amazing and I loved it! It would have been nice if there was another route running to the JSB so that line didn’t get so long, or if there was another shuttle added to the green route. ",positive,positive
520,Utah,4,I only attended one day. In the app none of the classes I went to had descriptions. It would have been nice to know if I was going to a class that had compounding information from assumed previously attended classes. ,neutral,neutral
521,Utah,4,CLE,neutral,neutral
522,California,4,I think it is nearly perfect. I love the new Fuschia Route for the vans. ,positive,joy
523,Colorado,5,Larger class rooms. I couldn’t get in on a couple. ,negative,negative
524,Arizona,5,"More consolidation of class locations. By the end I chose a class because it was nearby and had comfortable seats. Also, someone WAY underestimated Jared Halverson! WAY",positive,positive
525,Arizona,4,"I have a bad knee and had to take the shuttles mostly. In my opinion there were not enough shuttles or routes. One day by the JSB we counted 52 people in line, which of course required many shuttles and a long wait, so very late to the next class. ",negative,sadness
526,Arizona,5,"Not being asked to move into the middle. It's fine to have people come late and climb over me, but I got there on time to get that seat so I shouldn't have to give it up for a latecomer.",positive,positive
527,Alberta,4,Greater detail on improving our lives in Christ and brine One with Him!,positive,positive
528,Utah,4,"My only gripe with BYU Education week is that too often the instructors only teach high level principles or themes/ideas....or spend a large swath of time telling us about the ""problem"". I wish they would sometimes get into the ""meat"" and talk about solutions more than problems. I yearn for someone who has a PHD in a certain subject to share with me something I can't just read in the Ensign. They are experts in their fields and I wish they would share the insights, data and best practice that I can then take and use in my everyday life. The instructors who open their class up to a large group discussion kill me.....we then get the same 3 people commenting about the topic that often they don't know very much about.....I want to hear from the expert and not from ""Gary"" who read a book one time and is really excited to share his thoughts with the class. Also, it would be very helpful if the instructor would just share their slide deck so people don't feel like they need to constantly take pictures of the screen. ",neutral,anticipation
529,Utah,5,"Housing, Classes and location",positive,positive
530,Utah,5,Food at the Cannon Center was not as good as prior years. Anytime I got main items it was cold,negative,negative
531,Utah,4,Include class descriptions!!!!    Enforce rules (not saving seats) or have larger classrooms or more/better overflow  Have signs for directions around campus,negative,negative
532,Arizona,5,More for youth. ,positive,joy
533,Oregon,5,Put John Hilton in the Marriott Center and also others which have too many overflow rooms?,neutral,neutral
534,Utah,5,The Life after Loss conference.,neutral,neutral
535,Arizona,5,"Several of the classes I decided to take according to the title of the class and the explanation in the booklet were not what I expected. At the beginning of the class the teacher would say that he (she) had decided to change what they were going to present. Unfortunately by that time it was too late to change classes. Over all each class was wonderful. The staff working the week were so wonderful, patient and courteous. Many thanks to those who worked behind the scenes.",positive,trust
536,Alberta,5,"A second place to offer the brisket meal in the Wilkinson Center good area as the line was always super long.    Speakers being nice and loud is super important due to the amount of seniors attending.     I would have attended a class on minding your own self care as a caregiver and asking for help when needed instead of struggling and feeling alone.   Also a class on supporting a loved one through a long process of death (like cancer) and how to keep yourself and your family stay emotionally, mentally and physically strong.   A possible speaker might be Lisa Valentine Clark.   Many are experiencing that now and giving to the point of burnout and feeling completely empty and then needing to carry on for family and then rebuild after is super hard.    A class on rebuilding after divorce, not hating the other gender and lumping them all in the same category of people who just hurt and take from your kind. Not remaining bitter, seeing the lessons and gifts and forgiveness.   Healing your wounds and staying open to creating a new life with another at some point.  Instead of wounded and closed off.  ",positive,trust
537,Outside of U.S. and Canada,5,I wanted more classes on serving senior missions. Some were close in regard to humanitarian projects or service missions.,neutral,neutral
538,Utah,5,,neutral,neutral
539,Utah,5,It refreshes my soul.  There is such a great spirit there.  People are so polite and great to help each other have a good experience. It inspires me to be better. I still remember thoughts from years ago  that have steered my life.  ,positive,positive
540,Illinois,5,"I didn't feel like I had enough time to eat in between classes. I had to give up going to a class during meal times because there was no food in classrooms and it was hard to get through lines, eat, and then get to the next class in 25 minutes.  It would also be nice when coming alone, that people could be paired up in the dorm accommodations with other people who are coming on their own. I was the only one in the dorms that didn't know the other 5 women in my dorm. Although they were nice it was a little awkward being the only stranger.",negative,fear
541,Utah,5,Wider variety of classes. My most appealing classes were all in the same time block-hard to tell but if possible mix things up? Jared Halvorsen’s class was extremely difficult to get into,negative,fear
542,Colorado,5,A class for the lgbtq community- those of us with loved ones who want to support them,positive,positive
543,Utah,5,Nothing,neutral,neutral
544,Washington,5,I think coming back a second time…we will be  able to choose classes and navigate better.  I think the organization was incredibly well done,positive,positive
545,Utah,5,Dunno,negative,negative
546,Utah,5,Friends invited me,positive,positive
547,Texas,5,I would love for a couple of the teachers in the Hinckley Center to be moved to the ballroom or Marriott where there is more room instead of having 4 overflow rooms!,positive,positive
548,Utah,5,Accommodate popular speakers in a more appropriate space. ,positive,positive
549,Utah,5,,neutral,neutral
550,Idaho,5,I have attended Education week at BYU Idaho 3 times.  This is my first time at BYU Provo.,neutral,anticipation
551,Utah,3,I enjoyed the education week experience more at BYU-Idaho. The seem to attract better presenters. And they had a program that was welcoming to the whole family. I hate note having my kids involved in this activity. Sadly education week at BYU-Idaho is no more and the education week at Provo is a poor substitute. ,negative,negative
552,Colorado,4,"Rebalance class schedules- several I wanted to attend overlapped, while some time slots I felt like there were a lack of options I wanted to attend.",neutral,anticipation
553,Utah,5,Lots of great information,positive,positive
554,Utah,5,"You could add a few additional shuttles so that lines and wait times aren't so long, especially first thing in the morning and at the end of the day.",negative,negative
555,California,5,I always learn many things,positive,positive
556,Washington,4,Put Curtis Jacobs class on the Chosen in the Marriott Center Next year.,neutral,neutral
557,Utah,5,The audio in a couple of the overflow sessions was really hard to understand.,negative,negative
558,Utah,5,Having more grab and go food options was a huge improvement.  Shuttle service was not dependable. Parking is still a challenge. My wife parked near the practice facility and waited 30 mins for a shuttle that never arrived so she had to walk a long distance. It was more difficult this year to get into certain classes if you didn't arrive 15-20 mins early. ,negative,negative
559,Utah,3,Classes were very vanilla.,neutral,neutral
560,Nevada,5,"Every time I attend, I leave with a new resolve to be and do better, a strengthened testimony, and a desire to return again next year! It’s not just the insights I glean while there but also the personal inspiration I receive while there that contributes to all of the above. I love education week!!",positive,positive
561,Utah,5,I felt the Spirit ,positive,positive
562,Utah,4,"This is a logistical issue.  I stayed in Heritage Halls.  When I went to check in, all the parking lots near Heritage Halls were full. There is no place right by the central building to just park for 5 minutes to pick up my room key.  I ended up parking at the creamery, quickly walking over to the central building, and grabbing my keys.  It would be great to just have 5-10 minute parking nearby to pick up a key.",neutral,neutral
563,Nevada,5,Only to reopen more of the handicap parking spaces closer to the classes,neutral,neutral
564,Utah,5,"a. Because of construction, there were large black plastic pads actually on the north side of the sidewalk. They were a tripping hazard and you need to be more careful in clearing your walkways.  b. I would recommend a military/vet. discount on tuition. Everyone in the country owes a lot to them.  c. Try not to change a lecture's content from what you print. I was very disappointed on the Tuesday 12:30 presentation in the CONF building. The program booklet said it was entitled Physics: All things denote there is a God. Yet the content was different - it was just lab demos. Though the speaker was a wonderful man, there was little relating to the title. I left early.",negative,sadness
565,California,5,Getting food was a challenge our first day with long lines etc. By day two we had it figured out and realized the different places we could get food to grab and go. ,positive,positive
566,Utah,5,Put Jared Halverson in a larger venue. Marriott Center or Ballroom.  Presentations with exhibits or demonstrations need to be in a room where the back rows can see the front. ,neutral,surprise
567,Utah,5,I feel like I try to go to events where I can receive more light and knowledge. It just helps me strive to be a better person.,positive,positive
568,Utah,4,I thought you would ask what classes we liked best.   I’ll answer here.  Legal classes top of my list. I’m not a lawyer but the presenters were excellent in teaching their subject.  Tyler Griffin & Anthony Sweat are also excellent presenters.   ,positive,trust
569,Nevada,5,"I can't think of anything that would improve the experience. We always love the classes and the spiritual atmosphere. A little less construction would be great. But, I can't complain about progress. ",positive,joy
570,Utah,5,More women's restrooms.,neutral,neutral
571,Utah,5,"The rush to the next class.  They are all so full we have to skip one class to be on time for the next or rudely leave the class just before the next one.  I'm sure this is a happy problem, but maybe you can assign seats? (I know what a pain for you) Sign up for each class, but  if you don't make it one time or within 5 or 10 minutes, someone else can take that precious seat.  I seriously saw herds of cattle (people) pushing in to their favorite class. Me included.  Hope this helps. ",positive,joy
572,California,5,More variety of class topics.,positive,positive
573,Missouri,5,A little more time between classes or more help getting there.  So many of us are older and while we still are completely able to walk we need a little more time for the journey.  Plus so many are first-timers and it takes a minute more to get your bearings.,negative,negative
574,Utah,4,"I think the number one thing that could improve Education Week is having better auditorium and/or overflow options for the popular classes. For example, the class ""Coming Closer to Jesus Christ through The Chosen"" was wildly popular and really should have been held in the Marriott Center. Additionally, the class ""Finding Faith in Temple Worship"" was also quite popular, and I ended up in the overflow almost every time. I wouldn't mind the overflow if it wasn't for all the issues that came with broadcasting the class via Zoom. Transitions between the slide deck and the classroom camera always lagged by several minutes, and the audio from the instructor's computer was not connected, and so those in the overflow couldn't hear the video/audio clips that were being played. Attendance in an overflow classroom was therefore quite inferior to attending in the actual auditorium.  The vast majority of the Education Week instructors were excellent. There were a couple instructors, however, that I found dissatisfying. The first was John L. Hilton III who taught the course for ""Coming Closer to Jesus Christ through The Chosen"", and what bothered me about him was that he promoted himself on multiple occasions by encouraging attendees to follow him on Instagram. I found this very distasteful. The second was Connie E. Sokol who taught ""Studying President Nelson’s Messages to Think Celestial by Living Our Covenants with Purpose, Practices, and Joy"". What drove me nuts about her was that she directed her class content exclusively to the women in attendance. As a man, I found this very annoying, especially given that the class subject was not designated for a specific gender. Don't get me wrong - I think it would be totally fine for Education Week classes to focus exclusively on women, but the title of the course needs to specify if that that would be the case.        ",negative,sadness
575,Utah,5,It was nice to take a week to focus on the Savior and to be surrounded by like minded people. ,positive,positive
576,Arizona,4,"Have more classes at the Marriott center.  I tried a few times to get into the CHOSEN movie classes and they were way too over crowded.  Also, I attended a few classes where the teacher stood and read ALL of her information. It was painful.",negative,negative
577,California,5,Word of mouth ,positive,positive
578,Texas,5,Please Put Jared  Halverson in a bigger room. He has lots of followers and teaches in an amazing way.  He is blessed beyond measure.  ,positive,trust
579,Colorado,5,"Marriott Center Tuesday 1st hour speaker needed more stories and application, fewer ""how am I doing"" requests.",neutral,neutral
580,Arizona,5,"It just expands your mind and gives so many new and different approaches to looking at different subjects, scriptures and relationships.  My thanks to those who made it such a amazing week.  Alma Saline ",positive,trust
581,Colorado,5,I look forward to this week all year. It brings me such a renewed strength and energy to my soul. Thank you for providing such an amazing experience. ,positive,trust
582,Utah,5,Nothing,neutral,neutral
583,Utah,5,The only negative experience I had was waiting for a black shuttle for 35 minutes just south of the Wilkinson which made me 15 minutes late for a class in the Harman building. The room was already full so I ended up going back down to campus using a different colored line. ,negative,sadness
584,Utah,5,A little more time between sessions to allow for movement between class locations.,neutral,anticipation
585,Utah,4,"Some of the presenters need to provide more pertinent information. A few presenters spent way too much time answering questions instead of sticking to their outlined presentation. Also, some presenters are very slow and get derailed from their subject easily. ",negative,negative
586,Utah,5,"During women's conference, we ate at the Sky Room. The woman at the front desk said this is going to be the last time that the sky room is open. She seemed very definitive about it. Before going to Provo, we checked online just to to see if the Sky Room was going to be open? No, it was not according to the website. So we made other plans for lunch. Then one day, we walked by the elevators to the sky room, and he talked about the buffet!? What!?? Please advertise that better and update the website.  Our husbands would have attended if they had known that and her husband would've just come down for the day to go.  THANK YOU!!",neutral,anticipation
587,Utah,5,Less fire alarms/drills.,neutral,neutral
588,Utah,5,"Providing slide decks on the presentations. Many people take pictures of the slides, which results in a lot of the pictures being of the backs of other's heads.",neutral,anticipation
589,Utah,5,"Have some interactive experiences like a dance, a discussion group, or a special dinner. You could charge extra for special events such as these. Some way people could interact or visit with each other. One thing I hated this year were the lights flashing in our faces during the concert. I was trying to watch the program but had lights flash right in my face every few seconds. Flashing lights cause me to have migraine auras. I thought the lights were incredibly rude, unkind, and disturbing. I had to sit there with my eyes closed throughout the program. No my favorite way to ""watch"" a concert.",negative,fear
590,California,5,"There was a sister who came into the overflow room for Merrilee Boyack's class and screamed at the attendees who had been in that room for the prior class, and ordered us to get out. We were confused and shocked at this behavior. 1) In every other class, if you were in the class prior to the class, you were allowed to keep your seat for the next class. Suggestion: If it is required to vacate the class and rejoin whatever line was forming, we should be informed of that prior to each class. As it turned out, there was plenty of room in the overflow for the next session and the gesture was entirely unnecessary.  2) Her shocking demeanor completely shattered the spiritual feelings we had from the prior class. The sister's actions were completely unacceptable.",negative,sadness
591,Colorado,5,"1) Larger rooms for some speakers 2) Clear signs for overflow rooms 3) Run Pink and Blue routes (or make it easy to ask for them) during the middle of the day (my wife felt bad and needed to go back to the hotel, and we/others waited for a long time at the Marriott Center for one to come) 4) Put some of the classes on BYU-TV",negative,negative
592,Utah,5,I love the opportunity to continue learning,positive,positive
593,Idaho,3,Better presenters with better classrooms/venues for hearing.,positive,positive
594,Utah,4,Having better teachers in the Marriott Center. I love David Christensen and Tad Callisto but we landed up leaving in both. So sad. ,negative,negative
595,Utah,5,I'm making a few changes. ,neutral,neutral
596,Utah,5,"I had a great time! My only slight complaint was that a few of the presenters just read off their slides which became a little boring. But, most were very engaging and interesting.",positive,positive
597,Alabama,5,Traveled and stayed with friends,positive,positive
598,Utah,5,It is as good as it gets. Getting housing on campus is the clincher. My siblings and I room together and use it to get closer and reunite.,positive,positive
599,Utah,5," It was all great except for no elevators in the Helaman Hall. I suggest that you put older people in the dorms with elevators or put them on the bottom floors but if not, at least let everyone know so they can come prepared. Our fridge didn't work and even the replacement they brought in was broken, so we were without a fridge.",negative,sadness
600,Utah,5,,neutral,neutral
601,Utah,5,Reminds me of the important 'things' in life.,positive,trust
602,Utah,5,Grown spiritually!,positive,positive
603,Utah,5,More shuttles in the afternoon...3:00 especially. And a much larger venue for Marilee Boyack. ,positive,trust
604,Idaho,5,Can’t think of anything,negative,negative
605,California,5,Parenting skills classes geared towards raising younger children would be super. ,positive,joy
606,California,5,"In the overflow for Eggetts class, the large quantity of wonderful media he used did not come through meaning half of the class was silent or not understandable. ",neutral,surprise
607,Utah,5,"I would enjoy an even great variety of class topics.  I love the many religious classes, but it would be nice to have a few more secular themed classes to attend, i.e. music appreciation, art & architecture, political science, personal finance, etc.",positive,joy
608,Utah,5,It would be nice if there was a way to digitally get the speakers slides or a handout.,positive,positive
609,Utah,4,Enjoyed it in The past,positive,positive
610,Utah,5,,neutral,neutral
611,Utah,5,"Many people would go 1 1/2 hours early to the Wilkinson Ballroom so that they could get a seat for John Hilton.  When the instructor before him finished, 95% of the people stayed in their seats. ",neutral,anticipation
612,Mississippi,5,I really can’t think of anything. You all make it easy and everything seems well-planned and organized,positive,positive
613,Utah,4,"I wanted a more inspired excitement about the Gospel. It may be partly on me, however, as I have some difficult concerns in my life. ",negative,fear
614,Utah,5,More time to get to more classes.  Actually it all went well.,positive,positive
615,California,4,"As an 81 year-old woman (and my roommate of 79 years), I would preferred not to be on the 3rd floor of a dorm without an elevator.  I saw much younger people who were placed on the 1st floor.  I was exhausted climbing up and down the stairs--and with luggage on the first and last days.  The Cougareat Food Court was so jammed with people at meal times that it was hard to move and get around.  The bus system was very limited as to where it could stop. From Helaman Halls, it could only take me to MOA and back.  I would have liked to have the option of going to the Marriott Center or the Bensen Science Center. My classes at the Hinckley or the Music Building had no service.",negative,sadness
616,Outside of U.S. and Canada,5,It helped me understand better how secular and spiritual knowledge are two sides of the same coin and that we can use both in our everyday's life.,positive,positive
617,Arizona,5,"Be able to re-watch classes (record them and post them!) and download the notes from their PowerPoint slides, etc.  Parking!  The parking Stasi is a little excessive.  The kitchen!  I know they would have to spend money cleaning the kitchens, and I would be more than happy to pay another $100 for optional kitchen access.  Mostly to have a place to sit and talk with my fellow dorm-mates, and have a table to play board games, etc.  Also to keep leftovers and some diet Dr. Pepper in the fridge.",positive,trust
618,Idaho,5,Opportunity ,positive,positive
619,Utah,5,Lots of great knowledge and feeling The Spirit. Great feeling on campus.,positive,positive
620,Idaho,5,Not a thing,negative,negative
621,Maryland,5,Fewer sessions at the Conference Center ,neutral,neutral
622,Arizona,4,More buses Monday AM,neutral,neutral
623,Utah,5,It has given me much to ponder and apply to my life.,positive,positive
624,Nevada,5,My kids are all out of high school.  I never wanted to miss their first week of school.,positive,trust
625,Nevada,4,MORE PARKING ,neutral,neutral
626,Utah,5,So many good classes. I wish there was some scheduling possibilities for fitting in more of them. ,positive,positive
627,Utah,4,"More current topics, perhaps in academic areas",neutral,neutral
628,Utah,5,,neutral,neutral
629,Idaho,5,"The only problem we had was housing, got locked out of our room with key not working.",negative,negative
630,California,5,"Parking, parking, parking.",positive,positive
631,Utah,4,More leg space in all venues.,neutral,neutral
632,Nevada,5,"When they clean the dorms, please vacuum all the hair off the chairs and mattress pads, it is super repulsive. I've attended educ week for 40 years and the hair is as much a fixture as the Wilkinson Center",negative,negative
633,Utah,4,"I felt spiritually strengthened, united in purpose & focus with thousands of people over the week. I came away with greater love & appreciation for my family & friends, for the love & kindness I felt in the smiles & friendly nature of so many there. I gained answers to questions I had about the next life and ideas on how to better interact with my family. ",positive,joy
634,Idaho,5,,neutral,neutral
635,Utah,5,More classes from alumni presenters,neutral,neutral
636,Utah,5,This is my annual retreat from life.  I am boosted spiritually and emotionally.  I feel rejuvenated in every way possible.,positive,positive
637,Utah,5,I feel like although no homework was given I have about a years worth of it to do. I know that all of it will be beneficial and will improve my life and the lives of others. I spent several hours yesterday (Sunday) studying.,positive,positive
638,Nevada,5,"Block out a lunch hour. Right now there is only a half hour to try to get lunch between classes at that time, so in order to have time to each you have to skip any 12:30 classes then wait until 1:50 to take another class. If you had a one hour break after the 11:10 class that ends a noon and started the next class at 1, everyone would have time to get some lunch and then resume classes at 1 instead of skipping lunch to take the 12:30 class or taking lunch and having to wait until 1:50 to resume again. I hope this makes sense. ",neutral,anticipation
639,Arizona,5,"Over the years I feel like education week has had the biggest influence on me over any other thing I have done, be it spiritual or self improvement.  I feel like that is because it is a week of being fully immersed in goodness and learning.  It has helped me learn to receive and follow promptings,  be a better parent and be better balanced and a stronger disciple of Jesus Christ.  ",positive,trust
640,Utah,5,"Certain classes, ie: Ryan Eggett, needs bigger rooms.  The stated prohibition for saving seats for family members (although everyone seems to ignore it) creates stress and rush. ",negative,negative
641,North Carolina,5,Inspires me to study the scriptures more diligently and to share what I’ve learned during our second hour church meetings. ,positive,trust
642,Utah,4,it was hard to get to one place to the next with my bad ankle.,negative,negative
643,California,5,Finish construction of buildings faster :),positive,positive
644,Idaho,4,"More defined shuttle service toconf center, Life Science building, etc",neutral,neutral
645,Utah,5,The app is hard to navigate. The class survey button just takes me to the main website for EdWeek....so I can't give you folks any feedback. I did have a concern about 1 class that I wanted to bring to your attention.,negative,negative
646,Utah,5,Allow people to exit 3220-3224 WSC through the door in the far right corner but only to the right. The nearby stairs take you right to the Cougareat. Instead that exit wasn’t in use and we were told we had to go to the left along with hundreds of others into a huge bottleneck by the elevator/stairs. We were told it was for our safety but doesn’t it make more sense to thin the herd by providing an alternative exit?,negative,negative
647,California,5,More Mint Brownies with nuts.  multiple times when requested they were all sold out even before the lunch break.  The evidence is glaring that the demad excceds what is being made.  tkx much,negative,anger
648,Oregon,5,"It is so hard to say, because I know the hosts/staff tried their best to stop people from saving seats, but people would not comply. And I get it. There are elderly that are unable to walk quickly, there are people who want a seat, then need to use the restroom or need water. It's just frustrating to stand in line for a class and then not be able to get in. However, having said that, you are miracle workers!!! Many times I saw your tech team hustle to open up other classrooms for overflow. I was in the overflow classrooms many times and was so impressed with how quickly they tried to get everything set up and running well so we could participate. Way to go BYU staff and volunteers!!! ",positive,trust
649,California,4,"Thank you for the overall experience; I've enjoyed it for six consecutive years! However, I noticed that some professors in the larger rooms had rather dry presentations. I believe many audience members would appreciate a more interactive approach.  My personal favorite presenters were John Hilton III, Boyack, and Halverson !",positive,trust
650,Arizona,5,,neutral,neutral
651,Utah,5,I gained insight to things I need to improve and why it is important to continue to grow in the gospel.,positive,trust
652,Utah,5,"It seemed very crowded this year with lots of overflow situations.  Although I wouldn't want anyone to be turned away, an attendance cap or more classes to choose from would help.  And, I never received a booklet in the mail before arriving on Tuesday.  The app is okay, but I prefer the booklet.",positive,trust
653,Utah,5,"Put Ferrell in a larger room like the WSC Ballroom next year. 3220 was too small. The same should apply to the Hilton's class and ""The Chosen"". Put it in the Marriott Center next year. Seems like the food costs in the Marriott Center are so much more than elsewhere. Example of gouging: Cougar Tails for $7.50, you gotta be kidding me. The Black Route wasn't apparent in the map section of catalog. Would like more frequent shuttles on this route. It took over 30 minutes to get from the WSC to the Marriott Center. Even though we left from a Hunsaker presentation immediately after he ended, we missed 10-15 minutes of Anthony Sweat's presentation. Wished that eating was allowed in classrooms other than only in the Marriott Center. That way we can spend our time in classes rather somewhere else eating our lunch or dinner.",negative,disgust
654,Utah,5,"Less construction, but there's not much you can do about that.",neutral,neutral
655,Utah,5,To not have to cram the vans so full before they transport people.  It is very hard to get in and out of the very back seat.  Also to allow people to go in and out of all doors when the classes are not crowded or you are just going right next door to not have to go down two flights of stairs then back up two flights of stairs,neutral,neutral
656,Nevada,5,Ferrell and Braithwaite need bigger classrooms.,neutral,neutral
657,California,4,Education Week increases my desire to study more.,positive,positive
658,Utah,5,Real time updates to the schedule/locations on the app.  I know that there was an update page but it would just a bit more convenient if the overall schedule could be updated.,negative,negative
659,Utah,5,"I am in a wheelchair and there were many others on walkers, cruthches, etc..  We are often slow to arrive at a classroom.  I would have been nice for those managing each room to save the front row or side aisles (depending on the room configuration) for those with disabilities and their companions.  Then if they are not used a few minutes before starting they can be used by others.",negative,negative
660,Oregon,5,"Being able to get a meal card or a gift card that could be used throughout the campus and the book store, that would carry over to the following year. I had $61 left on my card and the only place I could only use it, was in  the food court in the Wilkinson center but unfortunately I spent most of my time in the Marriott center",neutral,anticipation
661,Alberta,5,If we had access to the fridge in ur dorms.,neutral,neutral
662,Utah,5,"more transportation routes available, and less construction.",positive,positive
663,Idaho,4,Put Ryan Eggett in a bigger room,neutral,neutral
664,Massachusetts,5,Nothing. It was absolutely amazing!! ,positive,positive
665,Utah,5,"More seating for popular classes.  Sometimes, you just can't move fast enough to get a seat.  I was fortunate that two popular classes were back to back in the same room, and I came early  from a lunch break to get into the first one.  Both classes were totally full and into overflow.  Also, a better way to capture speakers notes from PPT.  Every time a valuable slide appears, an ocean of devices go into the air to capture an image of the slide.  Frequently a student will call out, ""wait, go back"", disrupting the teachers flow waiting for a pic.  Perhaps a link to the teachers ppt, at least a link to key slides that are noted in the ppt: ""this slide will be provided online in teachers notes"".  Also, I had one class from a first time EW teacher, and he conducted it like an institute class, with lot of questions and participation.  This works great with 27 students in a small room, but with 200 students in a larger venue, I could not hear any of the students comments, making the teachers response meaningless.  Besides, I didn't come to hear other students thoughts, I came to hear a lecture from a specialist.",negative,negative
666,Colorado,5,helped navigate issues in my marriage,neutral,anticipation
667,California,5,"I think I've attended nearly every Campus BYU Education Week since 1973,  and my wife Anita and I (Bob Whitaker) loved it again this past week!",positive,positive
668,Utah,5,,neutral,neutral
669,Utah,4,I had no idea what to expect as this was my first time attending. It was very overwhelming with how many courses there were to choose from. It Might have been helpful to have a suggested schedule for newbies.  Or a suggestion about how some of the courses built on each other and to pick a class and take it the whole week to get the full benefit of the class.  ,negative,negative
670,Utah,4,A little more variety in topics,positive,positive
671,Utah,5,I learned a lot from the classes and was uplifted by the evening performance.,positive,positive
672,Arizona,5,It always helps to increase your faith in the Lord Jesus Christ ,positive,positive
673,Utah,5,"There were several seats remaining near me in overflow room. I was not saving a seat, but I hoped my cousin could join me in the class. The volunteers would not let her enter. I had texted her my location and that there were seats available. This happened twice. ",positive,positive
674,Utah,5,Given me a better prospective on financial matters,positive,positive
675,Utah,5,Reinforce that the audience doesn’t get to ask questions/interrupt the professors ,neutral,anticipation
676,Utah,4,Speakers not using the same slides and subjects every year.,neutral,neutral
677,Arizona,5,"If there could be a shuttle stop near the Hinckley Center, more people could attend the classes up there. Currently, there is no way to get there from any shuttle stop. The shuttle are extremely important to the attendees of Education Week. They truly make all the difference in the world of whether many of us can even attend at all. Please put a little more effort into making sure all of your classes are available to those who need the shuttles. We weren't able to attend Ryan Eggett's class and that was a disappointment.",negative,negative
678,Texas,3,Better speakers,positive,positive
679,Arizona,4,More shuttles would help a lot. And no construction during Education week. I would REALY like to have access to the slides of the instructors. Or at least a website to see them. Taking photos doesn't work for me.,negative,negative
680,Texas,5,I loved the blue boxes around campus to grab and go with my lunch. I ordered in the app once and there was no where to pay. They did an excellent job getting it to me but had to call me the next day to get a credit card. I'd love to see this streamlined so payment could be received when I ordered.,positive,positive
681,Nevada,5,more singing each session starting with prayer. (it was very inconsistent this year.,negative,negative
682,Utah,5,Put Jon Hilton III and his presentation on teaching with The Chosen in the Marriott Center.,neutral,neutral
683,Iowa,5,Have signs where lines are supposed to begin for which rooms because many people are arriving long before hosting staff or coordinators are arriving to begin organization of lines.,neutral,anticipation
684,Arizona,5,We appreciate the different venues for meals. The Cougareat gets so crowded. It’s nice to have other options.,positive,positive
685,Oregon,5,App for class schedule was good. I want to be able to sync my schedule with other friends and family members. This way I can see what classes they’re taking relative to my schedule ,positive,trust
686,Utah,4,"Knowing there were overflow options for some of the inspiring speakers, so the stress of getting to their classes and getting in would be lessened. Also, having more inspiring speakers and ones that help with real life issues would be great - like Kurt Francom, Rob Ferrell, Scott Braithwaite…",positive,trust
687,Utah,5,Cost: Most of the families in our ward have a low income budget and are not able to cover costs for these activities. We used our ward budget to cover these expenses. I would like to take the youth of our ward next year and maybe having a special price for a youth group would be beneficial not only for us but for other wards who would like to take their youth and maybe attendance will increase as well.  Translation: 2 of the young men we took this year are still learning English and we (leaders) were translating during each class. It would be a good idea to have translation services provided instead of having multiple people translating to avoid noise during classes. ,positive,trust
688,Utah,5,I love attending BYU Education Week every year. I gain insights that give me a spiritual uplift and help me to make changes that bring greater peace into my life. I love new ideas and learning. Education Week is a gift.,positive,joy
689,Utah,5,"BYU Vocal Point. We went to this concert on Thursday. It was wonderful. I wish the content was opposite than how they had it. I wish they had sung more religious songs and less 'worldly' songs. Especially at education week where their audience is there to be enriched by the spirit. When they sang their two religious songs, the entire audience stood up. it was amazing. It was a wonderful performance but more for a back to school freshman party rather than a bye education week performance. I don't know how to let them know that but would so appreciate if that was somehow brought to their attention.  ",positive,trust
690,Utah,5,My Fiancé was speaking and provided a pass or ticket.,neutral,neutral
691,Utah,5,More help finding classes,neutral,neutral
692,Oregon,4,"Classes not so far apart! It was soooo hot, mostly older people, some with canes or other movement assist devises. With all the buildings at BYU why not use fewer and not make all these older folks walk so far in the heat? Consult with the Gerontology program at BYU!",negative,negative
693,Arizona,5,It takes me a day or two to find the perfect class schedule for me. Once I do it seems like word spreads and some of those classes fill to overflowing. Occasionally it becomes necessary to attend a class or even two to get a seat in the desired class. That happened this year a few times but none was more evident than John Hilton III’s class highlighting The Chosen.  I can’t imagine the challenge of logistically planning the schedule and venues. I do wish however that once a class becomes so full that there could be a way to switch the venue. That particular class would have been perfect in the Marriott Center. There were other classes held there that weren’t as well attended and could have been sufficiently housed in the Wilkinson ballroom    I understand some of the problems that would arise from switching once the week has begun but I suppose I can wish for a different solution anyway. ,neutral,anticipation
694,Utah,5,Get a bigger venue for the Tom Holmoe presentation.,positive,positive
695,Arizona,5,Move Ryan Eggett to a larger room,neutral,surprise
696,Nevada,5,past experience,neutral,neutral
697,California,5,Signage in the cannon center cafeteria.  Food was greatly improved since women’s conference.  It was horrible at the cannon center during women’s conference. Stopped eating there.    Ed week the food was very good.  We need signage to tell us what we are looking at. Had to ask  What is this  ? At each station ,positive,trust
