,ResponseId,Q16,sent,distil_bert_sent
239,R_37376KzIcKhR643,Find closer housing.,-1,1
240,R_6QFgBp8mFhILkeI,Have a better song playlist.,-1,1
241,R_1VY9cNm8skGVa49,The schedule and location being available sooner. It would have helped me plan,-1,1
242,R_7vLTHHiMBDiqQNz,,0,0
243,R_30w2rEnKAuSoT7j,,0,0
244,R_1OoZzERhoXqINmH,I feel like having more activities to get to know people would be a great idea.,-1,0
245,R_3636E5Z7PiGGsEh,,0,0
246,R_5RWxNMrcWcmgnRl,"Longer talent show. I had signed up with a 4-minute act since on the form it gave a spot to put anywhere from 1 to 5 minutes of time needed, but we were told at the beginning of the show that we would have to reduce it to 3 minutes, and since we were second to last we ended up barely having two. Kinda sucked.  Breakfast would also be nice lol",-1,2
247,R_7kGKs0K7NHRtHPU,"The planning for this entire conference was very poorly done. From the way check-in was handled to the service projects to the talent showâ¦ Just about all of it was very confusing and frustrating. No one knew what was going on, or I would get conflicting answers. Things were scheduled back-to-back with no room for inconveniences, so when one thing was delayed, the whole day was delayed. As someone with a disability, I also felt the accommodations were lacking. I asked for a first floor room; I was given a fourth floor room. The service project was not explained in advance, so I had no idea that I wouldnât be able to do the main service project of planting trees. I couldnât even board the bus because the waiver required that I have good health, which I donât have. Then, I wasnât told about the backup service project until after everyone had left, and it appeared only one person really knew what the backup project was. As someone who went to the EFYSA prototype in Nauvoo, I am very disappointed with how poorly done this conference was, especially considering the Nauvoo one went so much smoother.",-1,0
248,R_1GTAwbVhc07FtP3,Maybe record the workshops so you can at least listen to the ones you canât go to.,-1,1
249,R_5X6f1BKT1Gdq8EN,"A bit more communication between the leaders and also between leaders and the participants would have been nice. Also letting us know ahead of time what we need to prepare for (eg food, explaining what each activity will be so we can pack accordingly)",1,1
250,R_5vQR3l2JSslaIhP,"Definitely communicate better. IF you use GroupMe or instagram in the future, please make sure you mention in an email days before the event that that will be your median of communication. It seemed like a very important detail that was used constantly for important information that I only heard about from someone in passing.  Give the participants 15 minutes to find their next class. Between not knowing which classes were at what time, not having instagram or GroupMe for the first day, and the fact that classes were in a different bldg, we were usually late to class, and classes already felt pressed for time.  Don't provide candy. We're not teenagers. If we want candy, we can buy candy. Put that money towards more food. There were some people who left dinner feeling hungry, not because they arrived late, but because they were allowed small portions of food so everyone could get firsts, and then when they went back for seconds there was little left, and they resorted to the cupcakes/candy which were in endless supply.  If you house the participants on campus again, recommend they bring their own bedding. The pillows were flat, the mattresses very uncomfortable, and some blankets very thin.  Not a necessity, but it would have been nice to have some recommendations for things to do in Golden-hikes, museums, activities to do during free time.  I see no need for the name tags and special lanyards. The only info I used from them were the group numbers, which I feel could have just been communicated in an email. People need to go up to each other and ask their names. Having a name tag is a crutch and can make it awkward for introductions.  Keep the testimony meetings an hour or less. Ours lasted almost 2 hours, and I was ready to leave after 45 minutes, but I felt it would be disrespectful to leave early.",-1,1
251,R_3dRhW2a8EX68GaW,do the speed dating earlier in the conference so that you know more people during the event. and split it up more by room by age instead of having everyone in one room because that hanger had so much echo I could not hear much what the person 2 feet in front of me was saying. have the name on the nametag on both the front and back of the lanyard badge. giving out the notebooks at the church rather than at wahooz would have been nice.,-1,2
252,R_6fYUowASoDruK5n,"The last Efysa in Nauvoo had smaller groups and group leaders. I feel like that might have worked better than this time since it was able to be more organized, groups were more tight knit, and people were able to learn more. On the first day, we were kind of self led, so if you didnât want to learn about what we were doing, you didnât have to, but I would have loved a bit more direction about why we were doing what we were doing so that people who didnât have background knowledge in the historic places could still experience them. ",-1,2
253,R_3nf2XNXmVe2DcLk,Perhaps having seperate groups like in EFY for one of the days during the conference. I think this would be cool because it would help some people with less confidence get to know others!,-1,0
254,R_6coMPSBTHMn34bL,"I thought it was run really well. The only thing I can think of would be the organization of the speed dating activity. I think it would have been more efficient to make it clear to everyone that they were going to give instructions and tell them not to start until they said specifically to begin. Additionally, it would have helped to just stay in the larger space and have anticipated more people. Lastly, once actually going, I think that having something like a large TV showing a timer could be helpful or just a clear indication that itâs almost time to switch, followed by a significant sign that itâs time to switch, something that you can hear over the noise of talking or see. ",-1,0
255,R_6ASfL9rQskXzpwk,More focused in the evening for working young adults,1,0
256,R_3Iq3MhhaET2o0sV,"Definitely more workshops, and perhaps altering the initial get-to-know you activity to help us meet our groups, so we can have more impactful conversations.",1,1
257,R_1qJUrWyOl2FSTkD,Better communication. Didn't get much communication from EFY since registring until the week before the conference.,-1,2
258,R_1pfwEveFm0jih2x,I would keep the smaller groups like companies because it's a lot easier to get to know people.,-1,0
259,R_6sRpGtMmDna3oNS,A better gluten free meal and a menu beforehand,-1,1
260,R_5vM4s1hvXVHDoTT,Encourage people to get away from their friend circles for a good part of it to make new friends.,1,0
261,R_1Lcfz3UVWkmd8yp,Space out meals. A lot of food was unfinished or wasted because we were too full from the last meal.,-1,2
262,R_1g1LmTVMi239thi,more small groups to encourage socializing with others,1,1
263,R_6zIZkSuuzNOnkFX,More structure!! It was very unorganized,-1,0
264,R_6eDJcE2M4JavAFt,,0,0
265,R_3CllUNY4Q7yFxfp,,0,0
266,R_3ewtxj5pbzlJgUj,,0,0
267,R_7tjV4bNvPNRqcjn,,0,0
268,R_6n3doet1JoOhedC,"Have the service project at the beginning then have the dance at the end. Include more slow dancing opportunities during the dance. It allows people to get to know people more.  Allow the second hike/other activities to occur rather than cancel them   Most importantly, during the speed dating activity, donât separate people by age. I feel like a lot of people are not bothered by age.   Other than that, it was extremely fun! I miss it already. ",1,1
269,R_67rRGoH3Ei7g6hr,better communication and more detailed schedules - addresses were a little confusing,-1,1
270,R_7Hz7adrlpCbvyOB,Groups like FSY so you can get to know some people quickly,-1,1
271,R_1LURrpxNEx0PRwB,Allow registration to begin early.,1,1
272,R_5GOo25frAhwX4wF,I would have appreciated more get-to-know-you activities to encourage me to get out of my comfort zone more.,1,1
273,R_6iS5zVkmUEg1iCd,I was confused on the speakers and who to choose. We werenât really told who was going to be where. Wish there were better announcements. I think it would also be cool if we were able to have small assigned  little groups for a morning scripture study. Maybe around the same age to introduce us to new people. Thatâs something that I loved at efy when I was younger.,-1,1
274,R_3OT36xlAVlutq1X,"I recommend more activities that force people to meet others one-on-one, the chance to choose all your own activities was great, but many people just planned things with their friends and stayed in their own groups, making it more difficult to socialize with others.",-1,1
275,R_3gGQbgBr7bIlgxi,More notice about the food and temple transportation.,1,1
276,R_1DUSrB6iZz2v6WA,,0,0
277,R_70OEeIFvxO53FeZ,I loved the freedom we had. Thank you for recognizing that we are grown adults and donât need to be under constant supervision. I do think the service project could have been better organized and I wish the testimony meeting would have been in our groups so that more people could share.,-1,0
278,R_52nlPPG38PPFAOE,Better on gluten free food and other allergies,-1,0
279,R_3IQoYRv32mESyQ7,"Not much, it was great!",-1,2
280,R_5i4ECX7r4Rbdd4l,"Honestly it was all perfect. Except the service project was really far away for everyone, the least amount of driving time I heard was 40 minutes. The activity was great though, just too long of a drive. ",1,2
281,R_50ASQClwT3WMLCh,Slightly more structure for the afternoon. Some of the shy kids struggled to figure out what to do with their free time and so they ended up staying in. People didnât really send out what was going on in the group me,-1,2
282,R_1w5iGst5x2ePgyk,I don't have any recommendations. It was exactly what I needed.,1,1
283,R_1r9qAQYXsex6AuC,There were a lot of people which made it hard to really get to know people. I think it would be cool if we were assigned a group that we were with the majority of the time. I also think itâd be cool if there was a speed dating session.,-1,0
284,R_6oNRcyZKkyElS6p,"There needed to be a more decisive command structure, with someone in charge of each activity, someone to take care of things and know what to announce at each activity, because often times, we were at a loss as to what was going on at each activity, and had to guess. Also, have check in at a church building instead of at Wahooz would make things easier. ",-1,1
285,R_7HczyKnkiAVVOGV,"Visiting church sites isnât that inspiring without context and background information. Far west and Adam Ondi Aman would have been improved by having a brief devotional at the site. I love church history, but it was much easier to feel connected to the places at the visitors centers where we had tour guides and learned more about the spot than when it was just us in a field reading a plaque.  This conference also did feel pretty full of young YSA. At 25, I felt surprisingly old (my ward is full of people who are in their late 20s).  I didnât love having the morning side devotional hosted by the same person everyday, maybe because his teaching style didnât resonate with me. Would have preferred more variety. It felt just like being in Sunday school for four days in a row, instead of being an exceptional learning experience (I will admit this could have been a personal attitude problem, but still would have liked a different speaker each morning. Maybe a religious scholar of some kind.)",-1,2
286,R_6n8ipmAhS503xRG,A better/more definitive name for this conference.  The speed dating activity needed a bigger room and the person in charge of it could have used a mic or megaphone.,-1,0
287,R_1jCmzg9MCOWLhN8,The Speed Dating workshop at the dance took a long time to figure out and wasn't very efficient. It might be better to do several small groups instead of two large groups.,-1,1
288,R_6TH3mpZtv7u0JYu,None! It was fun!,1,2
289,R_7k9sepZtonbt1W9,Maybe slightly more organization and reminders of what to do and how we were supposed to move from session to session.,-1,1
290,R_5QGtmRw8KyYxJfz,There were some logistical issues that I expected being a new conference and all. The YSA committee members who lead the groups of 100 or so people were not very informed with what was supposed to happen. Housing became a last minute issue for a handful of people I know. But those are the things that will be figured out over time..,-1,0
291,R_7hrLxSZ44S4lIA8,"Sometimes the delivery of messages was very televangelist or megachurchy vibes, I was not a fan of that as it took away from some of the spirit and sanctity of the conference. Some of the general communication of the conference could have been better. There could have been more to force us to branch out and meet more people.",-1,0
292,R_3nJy3TSLBVWkXjX,I think a little bitlre free time would be nice. Or just things to do for fun when we're not go going all the time.,1,1
293,R_7YgIpd4cGkGZ98W,,0,0
294,R_6TF39M7SFOOFiI4,Include each speaker's topics on the conference schedule and also activity locations to clear up confusion.,-1,1
295,R_5hnltFVASCLkdhv,"It still felt very like EFY to me. Iâm not a youth, Iâm 28, which may not be the target audience honestly. There should be more events later in the evening so those that live in the city, but donât take time off to be there the whole time can still participate. All activities ending at 8:30 was too early and didnât allow for people to come after work as much as it could. ",-1,1
296,R_3VJaotpPHxrSDvq,More communication regarding schedule,1,1
297,R_6NBIPuB6DWQ7FdL,I think having more panel discussions would be good! People of both genders too! Lots of time for ysa to ask questions or maybe they can send in anonymous questions before and the panel members can choose which ones to address so it doesnât get too out of hand or off the topics we want to discuss:),-1,1
298,R_6dBhEBBlbU0ZTMx,Donât do speed dating. Itâs kinda dorky tbh.,-1,0
299,R_1Ej6RK1CMp722fI,,0,0
300,R_1ctYSc9LZGeAmop,More communication.,1,1
301,R_1P2ehq0qLm8yMlX,,0,0
302,R_3OFdeTJ6ZlceV2N,"In some of the lessons the teachers said things that did not jive with me. I went to the women's lesson even though I am a man, and the teacher said something like women have equal priesthood power to men and told the story about the pioneer women who gave a blessing to her sick ox. There was another lesson where it was a panel of women and they told the women that you can be a mother and have a full time career if you manage your time right. I felt like all the teachers had their lessons posited on some feminist ideologies. I had the impression that the whole thing was some kind of girls camp and there was nothing for the men. There was some confusion at the men's lesson and there were about the same amount of women there as men and the teacher said he would make his lesson more tailored for everyone. I liked some parts of all the lessons but some stuff just did not sit right with me.",-1,2
303,R_7psWL1m5gZpjdnC,"Organization! It felt very disorganized and the building it was held at was way too small for the group. There was really no big enough central gathering area outside of the chapel, which people weren't supposed to socialize in. No place to eat. people were literally sitting on the ground anywhere they could find a spot to eat.  I would have rather paid double or triple and had the conference held at a university that could host the number of people that attended rather than a stake center. Overall there was just very little communication on what was going on and I feel like I missed out on half of the conference because of it. ",-1,2
304,R_6Vaby9D1R1cUt1M,better communication as to what will happen at the conference,1,1
305,R_3EiQEaLsGrPXIJ0,"I'm not sure. I don't have very much to compare it with. It might be nice to have some way to get to and from housing for those who don't have a vehicle. But that encouraged people to talk with others and get a ride, I suppose. It also may be nice to have some kind of food (snack/breakfast) for the mornings.",1,1
306,R_3QmVBHCi3fwKk97,I honestly don't have any.  Great job!,1,0
307,R_6B4GOiTZ8tAvdrf,"I think more get to know you activities would be fun, but I can understand how coordinating that with hundreds of YSA would be difficult. ",-1,0
308,R_5kFbYbD6r87qvnk,Make it longer haha,-1,0
309,R_7PbBveCUDTWJnZm,I really donât. (Other than the catering comment with doing one catered meal every day and non-catered meals the other times),-1,0
310,R_6n8crlGLeAAoyyo,"Communication slowly bettered throughout the conference. But was confusing at many times; How to sign up for the temple- what time sessions are at- shuttle times, Classes where posted all over the large foyer and everyone walking around trying to figure out what to do or going on Instagram page and getting confused because the two days of classes where mixed through the post, but next day sent in chat for classes on that specific day.  Free time (more organization or structure on this one, I kinda felt like it turned into just to do whatever you want, which I'm not against at all it worked but I worry for those that don't have friends there or not feeling included maybe at those times.), Service project was very disorganized with so many different people in charge. It worked out in the end, but I could go on and on about how many different things that happend making everyone confused throughout the whole process and slowed things down a bit.  I never really used my efysa card that had my group number on it. A small card printed on paper wouldn't done fine, but I might keep it for memories I suppose. Just thinking about cost ð¤·  Last day the devotional was at 9am but lots of ysa still running around trying to get checked out, a long line to sign out.   Protein at meals was very limited to 2 or 3oz at most, but everything tastes great and I'm super grateful! Just kinda felt off I guess  Maybe a suggested curfew or some other way of saying it.  I don't think they're should be loud people at 4:30am in the morning and hearing girls in the guys building at that time. Granted I might have heard them saying something about the sunrise, but still there's no really good reason to be up at that time and waking others up ",1,2
311,R_1L8OmJmEpD3zM5j,Everything needs to be planned in advance so that they know for sure that everything will go smoothly,-1,1
312,R_7aE9DWKWzWibzYC,,0,0
313,R_6eVB2MyZXL5WEzR,"For me personally, I felt the conference was very similar to EFY, and possibly condescending to some older or more experienced YSA. While I understand that needs vary greatly in the YSA community, I wouldâve liked to be more empowered by leaders regarding the life experience I do have. Though weâre young and have much to learn, many of us have served missions, lived around the world, graduated from higher education, have started careers, etc. I noticed a lot of emphasis on things like social skills, (which are good reminders and may be new ideas for some) that I found slightly patronizing. Iâd like to feel more that I have something to offer the church as a whole, not only to those in my category of an unmarried, young person.",1,0
314,R_1p9bGLkEyXqRbGX,There isnât much you can do to control it but there was a lot of driving back and forth from place to place instead of mainly keeping it at one location.,-1,2
315,R_71FzVbfEm1Jl352,"It would be nice if breakfast was provided, and maybe set aside an hour or so per day to just casually hang out with the other attendees. It would allow for more getting to know each other, outside of just at activities.",-1,1
316,R_3KNSbI3uytnlCTO,Better communication and a way to either request who you want to room with or say who you are driving with so it makes it easier on those driving.,-1,1
317,R_61uzxtpt2qLKG31,The classes on Thursday needed to be more organized. They fixed that on Friday. I would like to have seen the class topics and where they were going to be held before the classes started or even the day before.  there were some big to do activities on Thursday but non on Friday. Having some classes in the evening so that people who have to work during the day can have that experience.  The service project at the orchard was a bit chaotic. if we all could have met at the birch building and carpooled from there parking would not have been so bad. also having teams and a verbal goal of what and where we are trying to reach for thinning peaches would have allowed us to work more efficiently. People started to sit down and give up towards the end because we had to stopping point we were striving for.,-1,1
318,R_3bZVEgD8rfyNrHP,,0,0
319,R_3HnnOeHE7p4Bu5r,I think it would be helpful if you had mentioned that breakfast would not be provided; if you had made it a little clearer what toiletries I needed to bring; and if you had the housing and activities closer together.,-1,1
320,R_3JdvCWoUss3GgZr,"-A little more organization/communication about the activities available. I was very confused about the format of the activities, would've liked more information beforehand to plan out my day.  -A paper schedule for each participant would be nice.  -More organization in the speed dating!!! It was so hard to get to know people in a loud and crowded room! I'd love for it to be a whole activity for an hour or so! It would be so cool if we were able to take a quiz or something that would group us together by similar interests. Plus, not everyone wants to date someone their own age. I'd rather be in the more mature, older group.",-1,1
321,R_6JEM4ZZ4u55nsos,,0,0
322,R_6VeVaD09W4G2qlJ,Less driving,-1,0
323,R_12ETo752kzR2zp7,,0,0
324,R_6sYXxWmAby9rpbz,"Communication could definitely improve, I often did not know what I was supposed to be doing, and couldnât find anyone who did. Other YAâs shared they had the same problem. ",-1,2
325,R_7Ea5w0FfYE81ABB,,0,0
326,R_7JknJychd14oF08,"Communication is the biggest thing that needs improved. Many people I knew didn't know what was going on until too late. Not everyone was receiving the emails, and many didn't even know the event was going on. The service project was extremely confusing. Nobody I knew was prepared for it or brought the right clothing/equipment. Also, the talent show felt extremely rushed and probably should have had an audition so that the acts were all appropriate for the setting. Plus, this event should be announced months ahead so that people can have time to request time off of work. ",-1,1
327,R_1nNSR06VpWDfDH3,,0,0
328,R_5PCvrU3S8ath35T,,0,0
329,R_6i7RhtSVj92cZjj,,0,0
330,R_1CDwKIe4Dfrj7pC,Have Speakers in the evening so people that still have to work during the week can attend.,1,1
331,R_32MsWQV3Zsm6zkO,some of the travel between events was rather hectic and parking was sparse at times.,-1,2
332,R_78SZ0DKCT5EAcmz,For me personally I think having different age groups that mix people together that are the same age and I think it will help some people with being comfortable talking to others and making new friends that are their own age,1,0
333,R_3oBa0Joj4CF8Zoh,,0,0
334,R_7BnE17C5vYK4jfs,,0,0
335,R_1tfHqjIvDfdPWqN,I would reccomend that they better prepare for the volume of people. There were a couple of events that felt unprepared for the volume of people there.,-1,1
336,R_3F57DX1jtnotaSg,,0,0
337,R_30T5cGNoONxS3mw,,0,0
338,R_52gSFfy41RsbXfB,Evening times only,1,1
339,R_3MPDhDkkYsGUJD4,I didn't attend enough of the conference to know. I just wish I hadn't gotten a concussion on the go karts and couldn't attend the rest of the conference.,-1,2
340,R_31ht1pdPhPi5iAp,This is the part where Iâm not good at. Iâd saying with little time that went into planning the conference it turned out great.,1,2
341,R_7VOcAOL1UhrYqc1,"Have groups! It was difficult to meet people because everybody stuck with the people they know! Efy is fun because you are put with a group of people that you don't know, so I think constructing a way to make it easier to talk with people!",1,0
342,R_1ePHSrDcoUfv7uF,Donât cut off the testimony meeting!!!,-1,0
343,R_3aMP46qc2YjxC37,,0,0
344,R_7xPpmXksEkJXzzZ,,0,0
345,R_6GHXqW9b3wAFCtU,"Most days were unorganized and a lot of the leaders were not able to answers questions regarding upcoming activities.  There were multiple times where we were just sitting for an hour or more in between activities. For example, on the schedule it said sports and games from 3-5 but there were none so we just sat around for 2 hours at the stake building.   I also thought it was weird that we had three hours at the visitors center and 25 minutes at the Joesph Smith History building. The visitors center tour took 45 min and we spent the remaining hours sitting outside. ",-1,2
346,R_79gGIPBFlxUXnfX,,0,0
347,R_5VJfafNVTaoLWoB,Some of the teachers got into describing their career and why it was acceptable they got a career. I wish some of those teachers had focused on more doctrinal and Christ-centered topics.,-1,0
348,R_7PdoQ0QX2owHuOB,Explain the significance of church historic sites and set a dress code for the casual clothes,1,0
349,R_6Ty5Ql9S4WzXNzH,"I think we could probably have a class about how to treat people with disabilities. I have a disability and I had a lot of people asking me about it. They used the label âblindâ which I donât like. I donât like to talk about it, but am happy to teach people the right settingâ but when people ask me about that first, itâs really hard for me. And also when people say microaggressions about my disability, itâs really hurtful. I know they donât mean to. Itâs just important to know!",-1,0
350,R_7BZMfkoiZ0hX1oR,"I donât really have any recommendations for improvement, but I know it could be better. It was still great, though.",1,1
351,R_1KC16YmoYa1r6rG,,0,0
352,R_6w1DOFVgrxHInoQ,"-Have better food and larger portion sizes. -Have activities, classes, and free time more spread out throughout the day so that there isnât too much back to back things. Itâll create a better balance of things.",-1,1
353,R_6OifYOg0sM3FX3t,,0,0
354,R_5nIO1JWutZBmXm1,,0,0
355,R_5vXZLYz06F2VUVr,Give us an entire day for activities such as Adam-ondi-Ahman because there was way too much ground to cover in only an hour. There are many places we would have liked to see that we needed a car to get to in time.,-1,1
356,R_7ewscj1clfEz1G5,I do not have any. ð,-1,0
357,R_53TVygp8GPjzolK,Some sort of smaller group participation,1,0
358,R_7DvIcJM2SWN3kSE,The service project was an under explained. It was frustrating to not know what weâre doing or be adequately prepared for it. They never really talked about it.,-1,2
359,R_79YQufdLDReUcU1,,0,0
360,R_6kbq7Xs9F3DcedD,None!,-1,0
361,R_1OjIB81LdroiJq0,"More activities and games to help people mingle and get to know new people. Also hoedown! We need a hoedown! Some Dances that are structured with games, and/ or a caller, so that you can get to know more people, and have fun without rocking back-and-forth to slow song and trying to make conversation, itâs awkward.  Some speed dating wouldâve been really fun. ",1,1
362,R_5FkyDmLzI9qPCDg,Some sort of short get to know you activity at the start of the conference probably. There wasn't a way to get to know people during the activities it felt like.,-1,2
363,R_6dicUixwAiy6Qcp,Nothing thank you,-1,1
364,R_71YEHpd84VltzUS,Nothing it was great! Wish it lasted a full week though haha. Also maybe more dating and get to know you type activities. The dance was great but more slow songs is always a good thing.,1,2
365,R_76aK1bQSEe3YDez,,0,0
366,R_3gMujpjcnKC5O25,Small focus groups to enhance meeting people,1,0
367,R_3rvwucVb4ruTH4q,"More structured activities, space out class time, I liked the ideas of companiesâbetter chance to meet peopleâthough I do understand that YSAâs are adults and companies are very restrictive, but they donât have to beâ¦",1,0
368,R_3VPlUfWDIS0D8r5,Maybe have more structured optional activities between lunch and dinner. Maybe some activities later in the evening too.,-1,1
369,R_6DwJQ2XbpWnQsrT,Everything was great! The only thing I can think of would be more speed dating :),1,2
370,R_3GkMnKqfAFvzjRn,"I don't know if this is feasible, but finding a way to better incorporate the ""companies"" model of FSY and EFY would really help people associate more with people they don't already know. In fact, anything that would create opportunities for association with new people would be a great improvement. ",-1,0
371,R_75NQcTYM6expejI,,0,0
372,R_5CTJjQ6lnsTpUUl,The communication process especially as part of the promotion of the event could have been done better. It didn't seem to have reached a lot of people until much closer to the event than would have been optimal.,-1,1
373,R_7opOj8BtHqLD9vz,"By the time individuals reach YSA age in the Midwest, there's a good chance they have already visited the Church's historical sites. You could have removed some historical sites and added fun places, such as museums, amusement parks, local attractions, etc.   There was also a lot of time being spent hanging around in the hallway and making conversation, which was great, but I think there could've been more effort to curate what to do during those moments. There was no communication given to us to be expected to fill our open time. ",-1,1
374,R_6B57ayIFMpvzXup,I like the structure of this conference. I wish maybe there were age groups. I really don't have a lot of complaints.,1,0
375,R_6YxIYxHw3EW76bA,,0,0
376,R_5wtLzOfp9xaP3nX,It was all so good. I really like sports so if there was a little more time to do physical activities between classes that would be cool,1,1
377,R_7uVbdrzirHOkA6G,More trips.,1,1
378,R_6ts1KFnb6IsjzHd,"I wish there were more dances, and more guided opportunities to meet people. When everyone is free to meet someone, they go to their friends and socialize with them instead of meeting people.",-1,1
379,R_1Em57XGUHKshWHF,,0,0
380,R_700aOCzx7UHtitH,,0,0
381,R_1EshaBDIEXBWjp7,,0,0
382,R_6dVYXfOTVg6RhVg,,0,0
383,R_12h8SF1HayPgedL,"It would be nice to share a basic schedule with people of what we were doing before the registration deadline to help incentivize people to come. I'm an older YSA doing graduate school so my schedule is flexible in the summers but a lot of my older YSA friends couldn't come because of work. However, once I saw the schedule I realized that they totally could have come to the evening stuff because the days were separated by travel activities during the day and then the dinner and dance/temple, etc. The majority of people at the conference were younger YSA which worked out great but if you would like to reach the older YSA who can't committ to taking 2-3 days off work, I would recommend sharing an early schedule before registration closes so YSA in the KC area can see that they can attend some fun things at the conference even if they can only come for the evening activities. ",-1,1
384,R_5S1v6JbtebnUhF8,Have a better venue for the concert and dance,-1,1
385,R_1P7hrT18NEOTQHr,To have more activities and to have one of the quorum of the twelve speak,1,1
386,R_1e3ZBVXuChRsJZ6,,0,0
387,R_7WW3cx3PknTaupX,More structured evening activities,1,0
388,R_6iaZT3BMLowjZJB,"I wish we could have had the opportunity to visit all four workshops, instead of having to choose only two. I also wish our groups were a little smaller and had opportunities to really mingle.",-1,1
389,R_7prPP0m1ZxHnUFI,The testimony meeting was very rushed and the talent show could've been better.,-1,2
390,R_7EnqRPnMDaPyEdA,Donât use fog machines at the dance and better lunches,-1,0
391,R_3pVUkWxa2EDTsFB,,0,0
392,R_3hJS5OlbBNvi2I3,,0,0
393,R_1v7ZDqHNs9guFY7,Get way more people there,1,0
394,R_5v8OYhYPD0eZ82O,Longer or more devotionals,-1,1
395,R_7Kg2Qpo9TSBrNjH,Split it into age groups ie. 18-25 and 26+. I felt pretty out of place amongst the older adults there,-1,0
396,R_6RILF78ht3Sctjj,Many of my friends were not able to attend due to the timing and work commitments. Iâm not quite sure how to change/modify that but I think more of my 25+ peers working full time would have attended if most of the spiritual things like classes werenât during the work day.,-1,0
397,R_6XQp6qvui8es67T,,0,0
398,R_770Y4mpNlGQ3Nhp,"Give out the journals not at Wahooz but thr next day at the church, try not to put lunch so close to dinner when possible, more time at Wahooz if possible, more organized speed dating but out it closer to the start of the conference instead of the last day.",-1,1
399,R_3v6tfpTEABZ91Va,Feel the spirit,1,2
400,R_3tl11cZvXOu4bZG,Better advertising of the conference ahead of time. This year I was only aware of it a month or two out so was unable to take days off from work during the week. More notice ahead of time wouldâve given opportunity to ask for those days off of work.,-1,1
401,R_3gRuiD44WsnCQW2,Keep doing what your doing,1,2
402,R_3zUPTpWJ3QhSnBE,,0,0
403,R_5TFMCQNP2hH0hMd,I donât know,1,0
404,R_5L747AMwP1ZB7s3,,0,0
405,R_7uJ4S8MFpktH9vz,,0,0
406,R_7R3PfBUhLdgU4iR,"No fog machine at dances, and turn the music down. It was so loud that my friends and I had to go to the other side of the building and we could still hear it and feel it thumping in the wall. My friendâs heart was feeling weird/hurting and I was so overstimulated that I couldnât even say anything because the music was so loud. We asked people to turn it down but nobody listened to us.",-1,2
407,R_1k5lGp1t2llz4u9,I would recommend putting everyone in the housing I live in the kc area and I felt like I couldn't be fully emerced In the activity because I was going back and forth along with I was not able to mingle with the other ysa. My other recommendation would be to not fill the day as much at times everything felt rushed.,-1,1
408,R_1gYxqB2lvJZMqK5,"Let people know who will be speaking in what room at what time. The first day we wanted to go to a particular speaker and thought they were in the gym, but they weren't and we ended up missing them. The speaker we heard was really good and what we needed, but it was confusing to know where we were trying to go on that first day.",-1,2
409,R_6YzH8XGYY99AN5n,"I honestly would have loved the ages split up a little bit, like 18-25 and 26-33 or something like that with different classes and activities because those groups are just in a different stage of life. I also wish that some of the activities were around the valley instead of all in one place, but I understand we needed a hub, I also think for the people who couldnât get work off, having some spiritual stuff and classes on Saturday would have been great for people working as well. ",-1,0
410,R_6g6le8B8uu3RfQA,,0,0
411,R_3kXg3nZazqUkrof,Nothing it was so so so so so so so s phenomenal,1,2
412,R_6miTERddIeFGL3b,,0,0
413,R_7pGbH3dEGVczNHi,Bishops should be able to accept or decline the admission of individuals who sign up. I have already spoken to President Justin Butler about this.,-1,1
414,R_7joDR6MPE83zUtZ,"If thereâs another KC one, more time at Adam-ondi-ahman and less at the Far West temple site. Thereâs way more to explore at the former and we only had 45 minutes to look around the huge place.",-1,1
415,R_72VJTYJFSUa0gFv,It was fantastic.,1,2
416,R_1yjRLCSMvHR6NGG,"Either provide breakfast or notify ahead of time. Smaller group divisions like efy, let there be enough time to go to all the workshops!! I wanted to attended them all but we had to pick housing closer to the conference. ",-1,1
417,R_6YMmLSFt2WJr2bf,"I don't know if this would be possible, but making it longer would be nice. I also really enjoy dances, and wouldn't mind having more than one, but that's just my opinion for if it was longer. I wish there would've been a little bit more time between classes in the afternoon (even half an hour would be fine). There were a couple times I wanted to ask the teacher some questions, but couldn't because I had to rush off to the next class. Better food would also be nice.",-1,1
418,R_1Po1lYpDlRSZiA2,I felt like it was more for the younger ysa. Activities were happening during the work day that many of us couldnât go to.,1,2
419,R_7P4PqA1vVyhHRS7,"The last day the address we were meeting in the morning got changed. My friend and I did not know, and had to get the new address from another friend attending the conference. I would adjust some of the communication of locations but besides tay I believe the conference was done well. ",1,2
420,R_3QAO3Jf3bbdRjEa,,0,0
421,R_5yqoKyUO91Iu9VI,"Next time, it might be a good idea to put a slightly higher emphasis on hygiene and sanitation as you feel guided. Me and a number of my friends (even some of those I was barely around during the conference) each got sick with the same sort of disease right around the time we returned home. I was too sick to even get out of bed on Sunday.",-1,2
422,R_7QAmHgpwSl8n5Kl,More communication and clearer instructions,1,1
423,R_1zRPOeIV829R3XR,"There was a lot going on with different options to choose from. However, for someone like me there was too much and while I could have taken a break during activities, I would have liked to have a dedicated moment where I could be somewhere around the church building to sit, ponder, and write in my journal. ",-1,2
424,R_51t4wbgMIUbsVUR,"We had a speed daring event that was fun. Having a sign-up to make sure there is an equal number of males and females would be great, or just having a more structured rotation.",1,2
425,R_6yru9QFnk3uRkUw,provide breakfast's and dinner for the day of arrival.,1,1
